funding_rounds,founder_experience_years,team_size,market_size_billion,product_traction_users,burn_rate_million,revenue_million,investor_type,sector,founder_background,outcome
3,17,207,50.733670438134475,334627,7.94206147663096,465733.5387527862,tier2_vc,Health,academic,Acquisition
1,4,104,4.464627295697383,276403,7.838616932186369,546527.9380454161,tier2_vc,Climate,academic,Failure
3,16,299,7.135487618235009,47045,27.696358988694836,188954.11935416542,angel,Crypto,serial_founder,Failure
0,13,223,73.03863972902376,212084,30.069476237012694,304626.82751135726,tier2_vc,Fintech,serial_founder,Failure
1,0,270,35.32473862372708,74238,23.612188121951714,259000.50647355118,angel,AI,academic,Failure
1,7,139,3.6531415606638165,733630,14.695274619231823,538555.4175993205,angel,Crypto,first_time,Failure
3,1,32,20.442825173565353,406259,8.952669407302922,966628.1792667608,angel,AI,ex_bigtech,Failure
3,24,8,48.1932774172158,389355,25.06400156458332,838099.626355839,tier1_vc,SaaS,academic,Acquisition
5,11,69,16.863862221939314,128751,6.778274689452339,145847.86802413713,angel,Crypto,first_time,Failure
4,2,120,8.194620822824422,223767,27.271541571333287,840827.0849794325,none,Health,first_time,Failure
2,2,26,16.87917489010653,480032,6.587927654192447,2315129.4009309392,tier1_vc,Health,serial_founder,Acquisition
3,7,284,4.420901143971162,233768,13.627237412598522,874932.2156401053,angel,Ecommerce,first_time,Failure
4,14,175,5.05536168228161,177442,25.568269669266666,520456.6423041107,tier2_vc,Climate,serial_founder,Acquisition
1,22,79,29.872712292483342,367529,29.05507978648619,866913.1306456106,angel,Climate,serial_founder,Acquisition
1,15,114,50.63659335519913,663467,8.903429306822739,2057567.8317318994,angel,Crypto,ex_bigtech,Acquisition
0,7,63,2.968507361454758,265443,15.166145162201687,216724.84627458372,angel,Climate,first_time,Failure
2,17,100,27.16326624550616,298648,9.12887300681084,612557.0773947681,none,AI,academic,Failure
3,24,284,33.76065577006807,241106,3.8612964232267983,162179.81029173048,angel,SaaS,first_time,Acquisition
0,4,245,28.192945672801162,241632,9.280551437203698,636446.016885688,angel,Crypto,ex_bigtech,Failure
2,1,214,38.551398516232226,110843,16.454184329082516,288414.9897113978,angel,Ecommerce,academic,Failure
4,20,12,35.82554216376702,281090,10.39183694710417,836785.302864109,tier2_vc,Crypto,first_time,Acquisition
1,24,91,82.07094090786816,392916,2.577017263824135,847715.2791762296,angel,SaaS,academic,Failure
2,7,93,43.33473378292521,526514,14.61149051181256,500253.6258124302,none,SaaS,serial_founder,Acquisition
3,5,265,3.6271282136532568,225447,9.954349901607563,516143.2521035947,angel,Climate,first_time,Failure
1,17,293,67.33139990585687,268266,17.48403759011961,1020924.3922359821,tier1_vc,Climate,ex_bigtech,Acquisition
1,4,131,9.590556045870686,356600,13.002513211323965,220378.8975999837,tier2_vc,Ecommerce,ex_bigtech,Failure
6,10,70,10.850765037120388,369075,10.717632558076948,619868.0158904853,tier2_vc,Health,first_time,Acquisition
3,17,97,33.55432495755157,97872,8.667761816435783,210827.91727832556,none,Fintech,first_time,Failure
2,5,240,65.16656578713486,320456,20.75434275470537,275628.75624270306,none,Health,ex_bigtech,Failure
1,19,58,8.855539995756587,254913,24.333816941720798,1272936.8871323792,tier2_vc,Crypto,serial_founder,Acquisition
0,10,255,22.953736613925038,489168,30.639363112999806,2078623.4750761443,tier2_vc,Health,first_time,Acquisition
0,15,39,10.035346132501905,180107,13.940635063420693,137254.80540082147,tier2_vc,Fintech,serial_founder,Failure
2,12,172,6.5689215404174295,310157,7.975321035111107,301409.5389466722,tier2_vc,SaaS,ex_bigtech,Acquisition
2,1,255,19.13433067140256,100715,15.44506097334115,495349.6272019365,angel,SaaS,serial_founder,Failure
3,11,212,10.440023353943182,70724,7.596171030258549,149241.93579795535,tier2_vc,Fintech,ex_bigtech,Failure
2,7,216,30.113605587133332,199180,10.811208003205657,440899.1539281505,none,AI,first_time,Failure
1,6,283,92.92636964613573,335091,8.421878119833291,842207.5041423995,angel,Climate,serial_founder,Failure
2,20,276,24.473421635258873,326831,34.83810131668331,1352812.118812271,tier1_vc,Fintech,first_time,Acquisition
3,5,61,10.843997548942573,298848,10.399449331106064,507530.08814116014,angel,AI,first_time,Failure
7,15,156,36.544487835557966,59024,33.2957857515425,226634.97264729455,none,Fintech,academic,Failure
1,5,64,25.652383520150757,318185,39.75228531662252,743975.8360820471,angel,Climate,academic,Failure
1,10,205,7.650626851309184,164767,8.81634803487892,782234.9324567645,none,Crypto,ex_bigtech,Acquisition
2,14,11,51.13858988597201,117199,9.344229173925259,212014.70077027834,tier1_vc,Ecommerce,first_time,Failure
3,16,267,59.034651839636894,190731,3.5301157385933255,212565.46017339238,tier1_vc,Ecommerce,ex_bigtech,Failure
1,6,118,2.1269202946277153,213159,5.63907466153333,606775.8322574468,tier2_vc,AI,first_time,Failure
4,4,136,130.38061796549712,199378,11.523927607257296,486039.9984497434,angel,AI,academic,Acquisition
4,10,201,12.783889757332975,662635,5.59062840331763,1134018.7818555906,angel,Fintech,ex_bigtech,Acquisition
1,23,287,35.99949751797689,572272,10.200937643652397,2232603.8425959744,tier2_vc,Crypto,first_time,Acquisition
4,1,6,16.85517685133867,181702,6.318424042204864,854495.6066393694,tier2_vc,Climate,first_time,Failure
1,21,274,39.1231533052022,222734,9.592625825090725,540742.6389750856,tier1_vc,AI,first_time,Acquisition
2,4,2,22.972289577038666,606290,8.631646956874807,2172852.028493946,tier2_vc,Health,first_time,Failure
1,12,185,46.08730215892208,305343,11.36299537702209,948815.7825683078,none,Ecommerce,first_time,Failure
3,14,75,3.464094166003911,78645,7.997420644106557,169595.59520641092,angel,Climate,first_time,Failure
0,14,93,5.377336859640615,355248,9.678131067034924,775626.6847493818,none,Health,serial_founder,Acquisition
6,20,244,62.01759755446686,393107,8.949067187593158,207282.3281890483,none,Fintech,first_time,Acquisition
3,21,102,39.01248044099541,495507,38.79580309626318,1094313.322592968,tier1_vc,Crypto,first_time,Acquisition
2,0,276,41.2488342656244,419240,12.178359391876853,1312300.8406763321,angel,Ecommerce,first_time,Failure
0,16,207,33.43478267816562,175559,11.554812317958312,154751.41825445736,angel,SaaS,ex_bigtech,Acquisition
3,22,177,60.7813521891822,35991,27.045448601949584,93318.6063710451,tier2_vc,Health,academic,Acquisition
0,7,41,8.797952001574794,260808,18.971042367564365,232797.05681123427,tier2_vc,Climate,first_time,Failure
3,2,87,123.33676940240953,111153,30.531678613640437,146262.26225129116,tier2_vc,Climate,first_time,Failure
0,20,45,6.614197937735795,143009,4.8551140268687645,124005.89357485376,tier2_vc,Crypto,serial_founder,Failure
1,10,155,42.641066101381945,169039,5.011772029107021,655877.704596628,tier2_vc,SaaS,academic,Acquisition
2,13,284,9.070381336867845,378412,12.485703902606293,626491.4943114758,tier2_vc,Climate,serial_founder,Failure
2,21,282,10.829792115346756,257697,9.273485340630682,1130551.7002594937,none,AI,serial_founder,Acquisition
1,12,33,10.369731580679096,267531,12.648518355925294,539911.4633182692,none,Fintech,first_time,Failure
2,8,56,64.32217913076346,185459,13.133558932714815,921831.0042689153,none,Crypto,first_time,Failure
1,19,292,41.71061885484012,202864,19.081590483692978,299801.6771865931,tier2_vc,SaaS,serial_founder,Failure
1,23,256,13.817631192968053,263233,5.876173200652325,534431.1274985564,none,Climate,serial_founder,Acquisition
2,2,263,42.70820261182064,189795,6.8581328078151955,638316.5982885914,none,Climate,academic,Failure
0,13,175,8.524052775518705,347656,21.44477877382222,549803.978415501,tier1_vc,SaaS,academic,Failure
1,19,186,17.40980675182743,499868,12.401521015215238,2324825.7220761464,tier2_vc,AI,serial_founder,Acquisition
4,6,146,17.490069976977555,23182,17.75582774114395,44099.4574452769,none,SaaS,academic,Failure
3,22,80,21.433020643449375,315538,5.166508498178008,917929.5922076965,tier2_vc,Crypto,academic,Acquisition
2,4,164,12.88176875085589,116669,24.016393332606462,234685.22910341932,tier2_vc,AI,first_time,Failure
2,0,140,5.456976815547266,635860,9.712314620804307,3115716.889785299,tier2_vc,Ecommerce,ex_bigtech,Acquisition
2,6,58,45.04124650797382,189936,21.229735744964977,690452.8505699862,tier2_vc,Fintech,first_time,Failure
1,4,298,22.125523597928236,290980,10.302258247941396,1326727.4722310277,none,SaaS,ex_bigtech,Failure
1,16,268,12.859518600492327,114135,35.9348049005169,372339.85237259214,none,SaaS,ex_bigtech,Acquisition
1,17,117,8.150108135041537,288623,9.83555327000564,1207126.3663927256,angel,Crypto,serial_founder,Acquisition
1,21,125,5.446422082235677,250760,13.856421239077573,1142299.9999029352,tier2_vc,SaaS,first_time,Failure
2,11,205,44.89993387344274,553882,9.23560979578347,520035.1818435682,tier2_vc,Ecommerce,ex_bigtech,Failure
3,24,21,44.27257246161741,394337,5.542724303571632,883543.7299148147,tier1_vc,Fintech,first_time,Acquisition
1,19,43,25.204243498551502,374524,17.67843321785375,1619405.1899595577,tier2_vc,AI,first_time,Acquisition
1,19,42,13.159741427065915,277224,5.728891106574109,972597.1499012809,angel,Ecommerce,first_time,Failure
3,20,29,33.642726539541535,483853,3.442730925741878,749744.5548760546,tier2_vc,Ecommerce,first_time,Acquisition
4,9,128,15.089396973604613,357123,20.199201984367456,976797.1037952226,tier2_vc,Fintech,ex_bigtech,Failure
3,4,65,48.129892907742395,252332,6.544260021348823,1186146.0011711104,tier2_vc,Crypto,first_time,Acquisition
4,12,11,6.325669814635847,693724,15.547017717509126,3174413.952106462,tier2_vc,SaaS,academic,IPO
3,1,24,7.259929354683263,424967,15.504063184849292,1988659.9997655898,tier1_vc,Crypto,ex_bigtech,Acquisition
2,16,261,49.89957584425195,587710,33.259717173627294,2739674.240206415,tier2_vc,Fintech,academic,IPO
1,22,114,23.272174356668334,326009,16.85832782843619,1526324.5777784854,none,Climate,first_time,Acquisition
0,21,190,110.52005028312155,327301,35.488099501083354,215902.1029904722,tier2_vc,Fintech,serial_founder,Failure
3,1,10,70.37118377756674,133070,5.524665534862028,626011.1638589555,angel,Crypto,academic,Failure
1,18,184,48.80256704032889,227998,27.888852042282654,191347.2202051631,tier1_vc,Health,first_time,Acquisition
0,9,245,10.815321217513745,390909,18.362931617952647,822441.4850197802,none,SaaS,first_time,Failure
3,14,158,59.20635280769661,203616,44.76958567310808,515289.61679852824,none,Health,ex_bigtech,Failure
1,0,292,17.368592484732325,373667,16.924983934190692,1488719.9923740814,angel,SaaS,academic,Failure
2,23,83,29.649162305745083,245586,13.736941270011116,180040.74973249523,angel,SaaS,ex_bigtech,Failure
2,3,162,21.5254653652694,291733,5.4416519085327995,1353021.3829748575,tier2_vc,Ecommerce,first_time,Failure
4,14,31,68.94677698445106,83771,13.344300871386741,390132.5583788959,tier2_vc,Fintech,academic,Acquisition
3,0,153,5.1318150694265885,436408,20.676036239041114,1225589.4482278747,none,Fintech,academic,Acquisition
3,20,259,4.8955473067715225,239641,11.876564431598663,839580.6910698132,tier2_vc,Health,first_time,Acquisition
1,1,109,12.206284796747713,130739,6.992199983637354,337871.372338151,tier1_vc,AI,serial_founder,Failure
3,13,298,22.688665928625106,160191,10.529143199862698,538882.256844648,none,Health,serial_founder,Failure
3,5,153,2.832579832456811,333326,20.3054487547338,964968.4120663684,tier2_vc,Ecommerce,serial_founder,Failure
1,9,131,6.810111846557608,419689,9.380382472660482,1951573.2207065662,tier2_vc,Crypto,serial_founder,Acquisition
0,7,212,7.5841771884590425,612319,4.924661753668953,1681482.6072298845,angel,SaaS,ex_bigtech,Failure
1,7,188,11.641279576498135,388727,28.497348629391777,1197088.2298982842,tier2_vc,AI,ex_bigtech,Acquisition
0,20,36,13.576627655188194,238848,17.511875280479163,337411.47219763324,angel,Crypto,first_time,Failure
2,16,113,52.07845806598535,363430,16.488870544591713,1668502.747092069,tier1_vc,Climate,academic,Acquisition
4,8,192,25.30686945420992,262671,14.675795021325241,245577.08681986024,tier2_vc,Climate,ex_bigtech,Failure
2,17,251,55.645765411466066,281762,9.151965695792606,377390.04406920366,tier2_vc,Crypto,first_time,Failure
1,4,8,26.666305112997843,371545,17.04313669338062,1298928.1243504998,none,Climate,ex_bigtech,Failure
1,12,121,17.58075616895246,262311,43.3268220384823,816278.2921612696,tier2_vc,SaaS,first_time,Failure
2,22,65,63.57117637654452,154382,10.516486231488535,224994.02193784664,tier2_vc,Climate,first_time,Failure
0,20,156,6.899330857442438,208110,10.826769418272937,997493.583870042,tier2_vc,Fintech,first_time,Failure
1,5,24,27.65778498989262,599371,32.40252106415527,728010.3232321357,none,SaaS,serial_founder,Failure
2,14,227,37.55869708402249,543311,3.354924180584579,2708205.1798111713,none,SaaS,first_time,Acquisition
1,18,275,54.87364305415231,516920,19.492826996035287,972946.2361512488,tier2_vc,Ecommerce,first_time,Failure
2,7,298,12.170206483652503,301544,13.318799470302658,416862.94407366886,tier1_vc,Ecommerce,academic,Failure
4,21,276,33.264904516574035,319687,5.432154974499941,342031.26173540135,angel,Fintech,first_time,Acquisition
3,17,113,60.495813646463354,90665,42.648134781336694,418024.3656166318,none,Crypto,first_time,Failure
1,2,82,11.316429421907905,541328,24.00765681760742,558623.767776097,tier2_vc,Crypto,serial_founder,Acquisition
4,9,296,8.687525307204346,508626,14.888975095280967,1537287.352240584,none,Ecommerce,serial_founder,Acquisition
1,20,245,30.17342165655391,232585,20.30342293125508,901204.7717185268,angel,AI,ex_bigtech,Failure
1,21,276,21.929120523322045,352105,10.99113925586537,719500.1968853273,none,Health,serial_founder,Failure
1,16,10,20.643323762707563,314648,17.398921659176313,768068.003369762,tier2_vc,Health,serial_founder,Acquisition
1,8,277,63.746068151445385,315955,13.649724323207852,404029.56386400125,tier2_vc,Crypto,academic,Failure
3,3,286,11.319727173783978,250428,17.355750697406407,375324.9603787653,angel,Climate,first_time,Failure
3,15,295,10.986411109810232,372607,6.8716948676004,406111.68871104415,none,Ecommerce,first_time,Acquisition
1,3,208,22.14196141007507,624972,3.191096710554665,2321507.968767098,angel,AI,first_time,Acquisition
1,10,222,12.359248645114677,467704,10.20298333885387,2243660.0975035834,tier2_vc,Climate,ex_bigtech,Acquisition
2,7,215,13.841322731000645,26273,66.62747222511342,46167.191038181765,angel,Health,first_time,Acquisition
3,21,112,27.230246673242032,169740,7.83063907045079,712190.0710891996,tier2_vc,Crypto,academic,Failure
1,20,247,240.56441245832875,165986,20.587645651660694,551736.2801800568,none,Climate,first_time,Failure
2,14,110,44.254030441590835,85414,8.690955755734173,141959.266919347,tier1_vc,AI,first_time,Failure
1,16,210,13.490698966749386,355435,7.37833879725387,748394.414194297,angel,Ecommerce,first_time,Acquisition
5,20,110,19.715818537969092,613775,28.62595405531178,2874571.8220154387,tier2_vc,Climate,first_time,IPO
3,12,44,218.40194759714137,157371,7.025686481912145,236088.84488544802,angel,Climate,serial_founder,Acquisition
4,1,195,32.57134911541773,81120,50.30799194304749,358512.494738707,tier2_vc,SaaS,ex_bigtech,Acquisition
1,1,18,20.137247866839132,460786,16.248908082589107,603181.6827402378,none,Ecommerce,academic,Failure
1,6,25,2.0005349608762844,331674,19.472012693015053,989043.0087206443,angel,Health,academic,Failure
1,22,203,126.85811809399509,295116,18.997376810595387,793112.5827938663,angel,SaaS,ex_bigtech,Failure
4,3,175,16.27527344776567,390399,14.273369733142614,513046.1683045762,tier2_vc,Crypto,academic,Acquisition
2,1,35,6.4983221031116845,228459,11.631648371169067,686331.4833536013,tier2_vc,SaaS,first_time,Failure
1,0,82,6.406037689944671,146014,9.291832157512228,194747.77934578958,angel,Climate,first_time,Failure
1,5,247,64.50225120379045,254469,11.244919964623737,687101.2498175516,tier2_vc,Fintech,ex_bigtech,Failure
0,22,165,8.926901377623933,358789,9.685236370018481,776575.0785484425,tier1_vc,SaaS,academic,Failure
0,7,10,10.606387402465163,426859,7.21519434505922,1249196.4030011494,tier2_vc,Crypto,first_time,Failure
2,22,25,7.508443657369994,260071,9.822400781332483,1119748.4834395386,tier2_vc,Crypto,ex_bigtech,Acquisition
2,17,230,6.749477564128099,265697,10.58001019080864,297754.1356208897,none,Health,first_time,Failure
1,0,110,50.24509373284664,159653,5.939471921555505,279778.64548195625,tier2_vc,Crypto,ex_bigtech,Failure
1,10,139,32.69758648503368,436576,12.071032321382882,677279.6101521968,none,Climate,ex_bigtech,Failure
5,11,227,24.43851333028585,98025,13.371363782996614,128367.52306326588,angel,SaaS,first_time,Failure
3,24,200,3.703569043111793,391394,79.0394387202789,301951.4080975756,angel,SaaS,first_time,Failure
1,0,288,2.749793862364184,370179,12.285707099501789,697765.8616038462,angel,Ecommerce,ex_bigtech,Failure
2,10,21,40.40236657956086,236511,7.209685273965249,143925.2760252138,none,AI,ex_bigtech,Acquisition
2,12,235,8.71557156518732,444695,12.082855009191018,411756.8497320668,none,Ecommerce,ex_bigtech,Acquisition
1,16,161,26.09678193785755,183108,7.940045374062292,551870.6392587565,tier1_vc,SaaS,academic,Failure
3,2,102,11.76007442224479,545827,8.416436239492725,962101.8679443117,angel,Health,ex_bigtech,Acquisition
1,21,243,13.691298722482015,287856,3.6889943572079615,315019.2584069153,none,Climate,first_time,Acquisition
2,23,229,2.1770955396585907,300427,16.243052527737184,1382381.7049992285,tier2_vc,Fintech,serial_founder,Acquisition
1,9,123,33.53842595567034,184536,4.559045007181959,452329.4180769459,tier1_vc,Crypto,first_time,Failure
